timestamp,unique_id,status,image_name
2026-03-04 14:17:41,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_001.jpg
2026-03-04 14:18:14,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_002.jpg
2026-03-04 14:18:16,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_003.jpg
2026-03-04 14:19:02,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_004.jpg
2026-03-04 14:19:05,UID_20260304141729_85900B,MOVING,UID_20260304141729_85900B_005.jpg
2026-03-04 14:19:07,UID_20260304141729_85900B,MOVING,UID_20260304141729_85900B_006.jpg
2026-03-04 14:19:25,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_007.jpg
2026-03-04 14:19:36,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_008.jpg
2026-03-04 14:19:38,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_009.jpg
2026-03-04 14:19:41,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_010.jpg
2026-03-04 14:19:42,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_011.jpg
2026-03-04 14:19:43,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_012.jpg
2026-03-04 14:19:45,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_013.jpg
2026-03-04 14:19:49,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_014.jpg
2026-03-04 14:20:50,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_015.jpg
2026-03-04 14:20:58,UID_20260304141729_85900B,STAY,UID_20260304141729_85900B_016.jpg
