timestamp,unique_id,status,image_name
2026-03-04 12:30:07,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_001.jpg
2026-03-04 12:30:13,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_002.jpg
2026-03-04 12:30:16,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_003.jpg
2026-03-04 12:30:19,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_004.jpg
2026-03-04 12:30:21,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_005.jpg
2026-03-04 12:30:22,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_006.jpg
2026-03-04 12:30:23,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_007.jpg
2026-03-04 12:30:24,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_008.jpg
2026-03-04 12:30:25,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_009.jpg
2026-03-04 12:30:26,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_010.jpg
2026-03-04 12:30:28,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_011.jpg
2026-03-04 12:31:09,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_012.jpg
2026-03-04 12:31:16,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_013.jpg
2026-03-04 12:31:23,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_014.jpg
2026-03-04 12:31:25,UID_20260304122933_2C4719,STAY,UID_20260304122933_2C4719_015.jpg
2026-03-04 12:31:35,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_016.jpg
2026-03-04 12:31:38,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_017.jpg
2026-03-04 12:31:40,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_018.jpg
2026-03-04 12:31:43,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_019.jpg
2026-03-04 12:31:54,UID_20260304122933_2C4719,MOVING,UID_20260304122933_2C4719_020.jpg
