timestamp,unique_id,status,image_name
2026-03-05 15:22:39,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_001.jpg
2026-03-05 15:22:41,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_002.jpg
2026-03-05 15:22:55,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_003.jpg
2026-03-05 15:23:21,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_004.jpg
2026-03-05 15:23:37,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_005.jpg
2026-03-05 15:23:41,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_006.jpg
2026-03-05 15:23:42,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_007.jpg
2026-03-05 15:23:54,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_008.jpg
2026-03-05 15:24:25,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_009.jpg
2026-03-05 15:25:03,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_010.jpg
2026-03-05 15:25:04,UID_20260305152159_F89284,MOVING,UID_20260305152159_F89284_011.jpg
